Name,Formula,Annot..Source..Predicted.Compositions,Annot..Source..mzCloud.Search,Annot..Source..MassList.Search,Annot..DeltaMass..ppm.,Calc..MW,m.z,RT..min.,X..mzCloud.Results,mzCloud.Best.Match,mzCloud.Best.Match.Confidence,mzCloud.Best.Sim..Match,Mass.List.Match..metabolites.list_230424_ForCD,MS2,Area..N_FA1_000m_ldl01.raw..F167.,Area..N_FA1_000m_ldl02.raw..F206.,Area..N_FA1_000m_ldl03.raw..F245.,Area..N_FA1_000m_ldl04.raw..F284.,Area..N_FA1_000m_ldl05.raw..F323.,Area..N_FA1_000m_ldl06.raw..F362.,Area..N_FA1_000m_ldl07.raw..F401.,Area..N_FA1_000m_ldl08.raw..F439.,Area..N_FA1_000m_ldl09.raw..F477.,Area..N_FA1_000m_ldl10.raw..F519.,Area..N_FA1_000m_ldl11.raw..F559.,Area..N_FA1_000m_ldl12.raw..F597.,Area..N_FA1_000m_ldl13.raw..F635.,Area..N_FA1_000m_ldl14.raw..F675.,Area..N_FA1_000m_ldl15.raw..F715.,Area..N_FA1_000m_ldl16.raw..F754.,Area..N_FA1_000m_ldl17.raw..F795.,Area..N_FA1_000m_ldl18.raw..F836.,Area..N_FA1_000m_ldl19.raw..F877.,Area..N_FA1_000m_ldl20.raw..F918.
[Similar to: Isocitric acid; ΔMass: -0.9381 Da],C8 H18 N P S,Full match,Invalid mass,No results,-4.4,191.08892,190.08164,12.709,1,NA,NA,85.6,No matches found,DDA for preferred ion,725015.2076,1182024.24,1507649.318,927052.8749,786647.7262,293051.9921,15365076.95,1090808.862,40100.94443,3019828.574,44616.34074,25082.58262,25918.72866,36591.70118,21016.68071,29888.55706,25817.66514,21946.06329,98509.45967,18360.1449
Cholic acid,C24 H40 O5,Not the top hit,Full match,No results,-1.5,408.28696,407.27969,8.187,5,78.9,8.9,NA,No matches found,DDA for preferred ion,20042.48434,27946.89876,31367.22824,25840.21357,29834.28752,38257.96307,83599.59581,29217.1931,23179.81822,23419.13353,187901.8714,24732.94072,17200.55245,48880.38512,47480.87537,40971.77977,50908.11417,181888.588,27454.6123,14119.06535
Cholic acid,C24 H40 O5,Full match,Not the top hit,Full match,-2.13,408.2867,407.27943,3.205,5,89.4,9.5,NA,Multiple matches found,DDA for preferred ion,13965.94263,46088.04529,11606.90101,24098.83795,15753.40019,34847.97622,18820.26511,27000.54483,4290.796443,20061.833,14890.20492,115571.9358,2504.974582,62286.03952,5601.333449,13853.6414,14060.71655,111584.9957,5580.431474,10692.45422
1-Methyladenine,C6 H7 N5,Full match,Full match,No results,1.7,149.0704,148.06312,14.162,3,58.2,60.6,NA,No matches found,DDA for preferred ion,264583.0949,297722.5968,382942.9833,346168.1248,1086429.058,319483.1167,1479380.765,110343.5542,152076.9434,660945.8287,39637.14132,7702.172169,5480.47545,32455.43439,21215.66619,26423.54582,77085.67149,107412.6478,8903.79171,82616.79717
n-formylanthranilic acid isomer,C8 H7 N O3,Full match,No results,Full match,2.34,165.04298,164.0357,4.96,0,NA,NA,NA,Single match found,No MS2,499840.4534,107282.7862,335642.1607,263152.1133,76727.05029,44792.66378,79383.45059,286291.2143,169392.2631,313927.0194,610224.0957,594608.0387,376353.9919,474596.9537,1738129.997,578882.2881,2298397.343,228807.1132,249879.9206,122311.7082
"[Similar to: N-2-(4-{[(2,6-Dimethoxy-4-pyrimidinyl)amino]sulfonyl}phenyl)-2-furamide; ΔMass: -223.0300 Da]",C7 H7 N3 O3,Full match,Invalid mass,No results,1.95,181.04909,180.04182,8.866,2,NA,NA,56,No matches found,DDA for preferred ion,2125933.771,2478009.231,819813.5238,1113110.206,1457154.308,935393.8643,8872016.903,1588992.628,1027974.34,5104861.068,512807.4438,1317685.187,26736.80167,591041.8546,692299.3729,538133.4805,758641.6399,324848.0405,70925.44767,25358.69627
p-Coumaraldehyde,C9 H8 O2,Full match,No results,Full match,-0.12,148.05241,147.04514,2.765,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,500692.7842,646382.4027,172018.5723,42528.70591,1178570.622,578136.4585,1969620.663,97514.8854,134943.2145,124785.3624,72300.8423,97107.32724,192044.1777,137173.8926,97329.67416,134725.2265,215168.1462,254386.43,95907.08627,109166.8753
"[Similar to: N-Benzyl-N-(2-cyanoethyl)-N'-(2,3-dihydro-1-benzofuran-5-yl)urea; ΔMass: -142.1260 Da]",C8 H5 N O4,Full match,Invalid mass,No results,-0.54,179.02176,178.01448,2.747,3,NA,NA,61.5,No matches found,DDA for preferred ion,437737.1876,35910.60482,13609.79891,15551.17947,58172.4067,37352.03702,67865.45893,38330.56964,63021.69987,50210.70226,10977.3743,138657.6094,86302.81865,44763.12845,69098.46703,89965.79238,100262.6447,126030.1316,25518.9281,92010.37789
[Similar to: Ethacrynic acid; ΔMass: -46.8876 Da],C8 H23 N3 O2 P2,Invalid mass,Invalid mass,No results,-11.23,255.12368,254.11641,7.58,14,NA,NA,59.7,No matches found,DDA for preferred ion,37388.37421,134598.4125,46566.78133,41046.11464,3949639.659,2889758.052,6866953.135,42367.43903,41801.45788,257931.1306,210068.793,117594.5536,82646.40376,118073.8647,74282.97226,96758.0706,126061.2417,61333.25889,58302.22667,20979.07925
[Similar to: Sepiapterin; ΔMass: -72.2383 Da],NA,No results,Invalid mass,No results,NA,164.84788,163.8406,8.579,3,NA,NA,61,No matches found,DDA for preferred ion,1883335.819,64377.44974,1754148.731,5035152.802,1001197.866,1936319.224,2025033.914,4281556.471,7084647.879,6728446.348,735176.7222,136742.4176,335531.4016,673518.8894,2013237.299,678219.7372,457990.3236,391702.8586,538657.043,350833.5079
Cholic acid,C24 H40 O5,Not the top hit,Not the top hit,Full match,-1.33,408.28703,407.27976,3.112,5,95.4,9.8,NA,Multiple matches found,DDA for preferred ion,5775.603574,13585.23688,11606.90101,8476.003436,29649.36313,58598.82409,33444.94529,28993.94107,7716.229656,72214.74609,78612.85263,165746.478,4845.148671,91620.02283,12469.91251,14307.3661,17413.81814,105509.1342,5624.991219,8025.683733
Indole-3-carboxaldehyde,C9 H7 N O,Not the top hit,Invalid mass,Full match,-6.91,145.05176,144.04448,3.704,1,NA,NA,51.8,Single match found,DDA for preferred ion,25561.89502,32995.01601,52487.86955,19791.42273,132487.4673,85172.05045,167769.6907,31483.91133,22714.92469,27409.77255,268450.2498,485115.9745,195454.0356,433542.1715,159620.2448,387389.7449,348119.8721,251024.3214,301468.335,228067.2302
N-Acetyl-L-phenylalanine,C11 H13 N O3,Full match,No results,Full match,-1.16,207.0893,206.08203,3.276,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,7810.232033,198721.5928,36340.57152,24771.76713,21053.6638,156761.4388,30232.41019,9247.289267,127589.4781,92915.38325,16691.3956,16402.92372,8450.72388,207415.3008,351035.1123,32147.12961,466410.5291,564881.0695,160091.8035,11392.48291
L-Allothreonine,C4 H9 N O3,Full match,No results,Full match,-1.39,119.05808,118.0508,13.63,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,2316661.462,11685.49227,15704.27399,2244745.907,8997.478047,7791.644937,2699851.691,1943711.222,8053.930082,1129599.623,3828517.043,2954421.458,1941069.084,2625934.023,7292.4546,2931577.841,2855747.238,2080297.402,5376653.185,2763350.732
hydroxynonenoic acid  isomer,C9 H16 O3,Full match,No results,Full match,0.98,172.11011,171.10284,3.082,0,NA,NA,NA,Single match found,DDA for preferred ion,718566.0782,2146657.164,1336185.844,2288842.689,537911.3677,2734371.878,2845726.247,3401246.227,1106908.506,649958.4851,572038.2934,764243.6253,512879.3087,589128.3481,562869.0788,505257.4581,452636.4802,515898.3215,3688903.609,971449.1533
3-(2-thienylmethyl)-2-thioxotetrahydro-4h-imidazol-4-one isomer,C8 H8 N2 O S2,Not the top hit,Invalid mass,Full match,4.56,212.00877,211.00149,9.885,1,NA,NA,54.8,Single match found,DDA for preferred ion,16430.93337,15214.07691,25782.75842,18660.23159,19619.21771,14702.78493,93612.90378,17794.75676,16976.39486,44448.86149,17909.99823,13205.94091,11782.85148,10175.89043,11303.88983,12142.07198,9835.020827,8499.209466,17526.20722,8855.052077
3-methylglutarylcarnitine  1 isomer,C13 H23 N O6,Full match,Invalid mass,Full match,0.68,289.15273,288.14546,12.847,12,NA,NA,74.1,Single match found,DDA for preferred ion,13710.82588,17009.02027,18370.13837,19453.20307,11547.54541,13577.51901,79256.93329,19376.7455,14716.3256,26318.42192,16591.80109,9588.574059,7591.014922,13428.49642,8004.462458,10968.56305,9778.792912,8053.81064,27501.46202,6737.843065
hydroxynonenoic acid  isomer,C9 H16 O3,Full match,No results,Full match,1.71,172.11024,171.10296,3.85,0,NA,NA,NA,Single match found,DDA for preferred ion,3443249.033,2128245.854,3613865.06,2148504.355,1023633.36,3182623.718,2806887.146,1798580.449,2905848.984,5356388.544,821278.6315,1350050.814,826948.0184,395921.0096,625262.2352,686646.6367,583373.4726,233049.6416,1413690.586,603237.9433
"[Similar to: methyl (1S,4aS,7R,7aS)-4'-[(1S)-1-hydroxyethyl]-5'-oxo-1-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4a,7a-dihydro-1H,5'H-spiro[cyclopenta[c]pyran-7,2'-furan]-4-carboxylate; ΔMass: -214.0470 Da]",C6 H17 N4 O5 P,Full match,Invalid mass,No results,6.73,256.09538,255.0881,2.991,1,NA,NA,50.6,No matches found,DDA for preferred ion,46458.49071,327336.8856,61754.7487,52084.74356,40840.2818,465506.943,2455745.92,54001.74161,62667.10259,375043.7943,40798.86918,66083.42563,34830.54443,52447.82917,44117.58392,60539.36664,50342.60533,35481.04975,853637.1971,29041.34194
Artemether,C16 H26 O5,Not the top hit,Invalid mass,Full match,-0.32,298.17793,297.17065,2.983,1,NA,NA,50.1,Single match found,DDA for preferred ion,72040.71834,26740.27762,50467.90825,116088.2612,32086.21622,200017.5087,174447.7025,218887.3831,101985.5207,584053.5981,70308.91516,137284.2344,73634.58361,223517.0407,141124.1024,103931.8567,223354.3096,211343.6967,1710419.152,186571.5936
2-Aminobenzoic acid,C7 H7 N O2,Full match,No results,Full match,2.43,137.04801,136.04073,3.771,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,594405.3475,686899.2379,305391.4356,268000.0612,947918.3589,807092.5847,1508336.036,288979.1201,401897.8166,2097530.186,272872.0842,181920.224,73317.22536,63240.89184,236642.6049,138454.465,154146.3141,53094.65645,586031.0146,95748.41104
NA,C16 H16 O4 S,No match,No results,Full match,6.62,304.07894,303.07167,9.272,0,NA,NA,NA,Single match found,DDA for preferred ion,4084.364091,3269.101746,5778.971128,5350.205015,5425.321724,3424.786186,27798.44993,4738.125145,3802.281109,9750.858708,4157.875874,2603.640203,2568.367381,2251.565176,2403.760377,2173.227611,2154.866055,1471.55498,3952.237264,1946.808146
"[Similar to: N-(1,3-benzodioxol-5-ylmethyl)-2-[(1-benzothiophen-3-ylmethyl)sulfanyl]acetamide; ΔMass: -206.2173 Da]",NA,No results,Invalid mass,No results,NA,164.84765,163.84037,3.554,1,NA,NA,51.9,No matches found,DDA for preferred ion,1556633.953,564280.0171,2136217.854,3257548.569,2608189.049,2704263.256,4470525.889,7878988.671,2384706.433,3798771.077,3723935.488,15018509.64,8653131.122,2985647.491,1497737.54,1269270.788,1578593.141,1356952.393,982743.6974,4692229.149
[Similar to: Xanthurenic acid; ΔMass: -43.9419 Da],C7 H16 N O P,Full match,Invalid mass,No results,-8.04,161.09565,160.08838,8.504,2,NA,NA,58.4,No matches found,DDA for preferred ion,336961.3363,1304439.747,1736780.547,975479.7766,2636857.623,3431870.557,12861508.47,766874.8739,60924.78431,646879.5324,24675.1002,35596.50094,25127.77668,61197.35342,25344.12177,48171.76781,41802.31495,15886.51874,123440.4876,62778.643
Arachidic acid,C20 H40 O2,Full match,Partial match,Full match,-0.44,312.30269,311.29542,2.126,1,51.8,25.4,NA,Single match found,DDA for preferred ion,1970038.994,2415238.517,4317101.276,3720099.396,882968.0281,4848276.539,2273554.271,4499739.044,2975002.359,3876463.249,4216118.854,3248115.66,2491631.388,1957130.283,1286926.514,2003523.437,2474857.242,1728937.78,2262527.566,1330150.726
Citric acid,C6 H8 O7,Full match,Full match,Full match,-0.66,192.02688,191.0196,14.096,3,79.4,9,59.3,Multiple matches found,DDA for preferred ion,45176.74683,11357.19786,16145.23358,41596.73561,8865.499347,14116.72685,50870.09597,32290.27259,93038.8069,67460.98312,1021128.709,33169.30388,18680.0205,72695.56713,31158.86592,22571.99682,36672.3187,2030535.7,2764425.704,52267.68621
L-2-Amino-4-methylenepentanedioic acid,C6 H9 N O4,Full match,No results,Full match,0.32,159.05321,158.04593,10.105,0,NA,NA,NA,Single match found,DDA for preferred ion,114047.2097,22606.61051,28033.9457,2947417.766,23088.61605,11123.78492,59491.91227,46344.45105,18217.71646,101761.8364,13623.72984,57092.76885,17368.60137,148254.1161,63965.88245,139189.2869,35685.72974,56066.61687,35361.01649,14102.41557
2-Hydroxymyristic acid,C14 H28 O3,Full match,Full match,Full match,0.08,244.20387,243.19659,2.572,2,85.3,9.3,NA,Single match found,DDA for preferred ion,2608428.415,4195929.762,5520350.929,6019063.906,547868.7005,1080217.185,2081814.233,4697520.116,2297806.19,4314531.19,3012026.563,3163766.446,1793729.182,1007978.319,3369918.245,1217156.84,1716204.793,2024995.47,1015386.102,1719367.502
Ornithine,C5 H12 N2 O2,Full match,No results,Full match,3.4,132.09033,131.08305,19.078,0,NA,NA,NA,Single match found,No MS2,1418113.517,1716745.713,1961925.771,2056902.548,782164.9984,1515842.972,1625404.532,2104609.56,1508025.132,734513.7879,981770.8632,1031426.76,557394.996,511197.729,509858.5316,345933.6955,406814.6857,300844.7167,397349.2746,202363.1666
"4-[5-(4-chloro-2-nitrophenyl)-2-furyl]-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarbonitrile isomer",C19 H13 Cl N4 O3,No match,Invalid mass,Full match,-3.64,380.06624,379.05896,3.416,1,NA,NA,50.1,Single match found,DDA for preferred ion,12063.86378,37771.46886,13230.73574,15843.22942,52830.42806,56288.15832,66634.04508,83344.10691,13636.08575,20962.31602,19333.59609,23234.35708,20149.29019,20631.74468,18532.29878,17810.11682,15069.59816,28904.40691,49094.47949,8913.747325
"[Similar to: N-Benzyl-N-(2-cyanoethyl)-N'-(2,3-dihydro-1-benzofuran-5-yl)urea; ΔMass: -142.1262 Da]",C8 H5 N O4,Full match,Invalid mass,No results,-1.68,179.02156,178.01428,2.8,3,NA,NA,61.5,No matches found,DDA for preferred ion,437737.1876,40632.5603,16386.83245,15217.13401,81851.49672,46001.27406,99341.81538,41878.52231,63021.69987,50210.70226,13207.92246,138657.6094,83766.64498,44763.12845,69098.46703,89965.79238,100262.6447,116399.3517,25518.9281,92010.37789
[Similar to: 3-Aminosalicylic acid; ΔMass: 0.0479 Da],C7 H11 N3 O,Full match,Invalid mass,No results,1.92,153.09051,152.08323,1.184,3,NA,NA,58.2,No matches found,DDA for preferred ion,603504.7709,925750.8859,1715903.075,1703430.892,3081475.454,2109242.546,4695030.024,1681206.015,746113.6805,1770975.484,8847.029642,9781.03423,7581.826244,8947.059842,7484.333726,7884.601051,7460.770863,5488.384525,10875.29514,5583.18754
Ornithine,C5 H12 N2 O2,Full match,No results,Full match,2.06,132.09015,131.08287,18.965,0,NA,NA,NA,Single match found,No MS2,1418113.517,1716745.713,1961925.771,2060233.659,782164.9984,1515842.972,1605288.292,2104609.56,1519226.659,723569.8491,1363177.247,1057444.235,724086.5545,754217.9428,929322.2504,449646.606,935950.274,379197.0519,397349.2746,451043.9217
Glycine,C2 H5 N O2,Full match,Full match,No results,2.19,75.03219,74.02492,9.613,2,94.1,9.7,NA,No matches found,DDA for preferred ion,3563407.412,1894197.049,691509.0267,1581667.072,1293370.634,1808007.183,14907125.15,1666707.761,1443675.144,4078677.728,588930.9685,2282797.427,451756.4494,949770.8319,924289.4533,2014558.025,1137016.624,487783.1332,1217222.811,296174.3123
β-D-Glucopyranuronic acid,C6 H10 O7,Not the top hit,Full match,No results,-0.1,194.04263,193.03536,3.024,1,50.7,58,NA,No matches found,DDA for preferred ion,16084.53742,22354.19113,15197.54529,15743.97018,82118.04282,26595.31812,98044.3413,12917.4326,14990.22161,187457.8795,8340.850122,14216.18994,8046.025387,11201.90195,8056.00745,13287.16399,16024.01644,12807.76109,8191.070945,11551.84407
indole-3-carboxilic acid-sulphate isomer,C9 H7 N O5 S,Full match,No results,Full match,-0.8,241.0043,239.99702,1.95,0,NA,NA,NA,Single match found,DDA for preferred ion,11653.56043,4126.83027,19650.13263,6535.879069,16082.59753,15342.50885,16600.2672,26932.18155,17425.46045,11562.18249,5616.517957,5983.990943,4005.056936,22767.24766,7116.018308,28451.82836,30583.02195,16454.34641,6240.716127,19472.5343
4-Aminohippuric acid,C9 H10 N2 O3,Full match,Full match,No results,1.53,194.06944,193.06216,3.328,1,58,7.9,NA,No matches found,DDA for preferred ion,68661.02964,459191.74,29968.64105,43362.7952,122603.779,112226.733,239268.0502,43156.12217,39969.97523,95697.4751,4293.425105,53978.20594,4958.068657,44396.62129,86688.44087,661685.2825,18500.77261,11516.84927,10480.75387,5757.537732
Carnosic acid,C20 H28 O4,Full match,No results,Full match,0.31,332.19886,331.19159,2.929,0,NA,NA,NA,Single match found,DDA for preferred ion,316031.5597,126081.1575,185097.8099,279632.9335,17780.78492,60650.8431,29780.04416,294358.1669,279163.8442,183034.7931,315360.7966,386322.5058,379640.7836,4161.823218,484833.9055,311443.0033,258744.2581,313964.0295,260147.579,153383.5927
Lumichrome,C12 H10 N4 O2,Unused,No results,Full match,-3.94,242.07942,241.07214,2.058,0,NA,NA,NA,Single match found,DDA for preferred ion,234517.3902,149902.9647,1925276.634,477661.2412,56347.78937,2189419.575,318090.6428,459219.0834,245884.5082,900615.0588,147768.1276,77698.33114,105991.6047,130980.6842,65272.81616,116038.5231,34694.00291,108307.5215,754477.4294,108399.176
homobaldrinal  isomer,C15 H16 O4,Not the top hit,No results,Full match,-8.65,260.10261,259.09533,3.751,0,NA,NA,NA,Single match found,DDA for preferred ion,17281.42751,302209.3479,61284.97149,47780.3228,7107916.82,1102560.196,4678294.241,76724.38694,32595.09333,161064.2621,31557.53234,21728.79689,19091.0847,30007.97218,22329.37668,24784.54161,24257.55264,9114.037584,40475.68424,8427.494654
"[Similar to: (3-hydroxy-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)methyl 4-hydroxy-3,5-dimethoxybenzoate; ΔMass: -248.0668 Da]",NA,No results,Invalid mass,No results,NA,234.07567,233.06839,1.566,5,NA,NA,62.6,No matches found,DDA for preferred ion,10933.91223,130847.7372,374210.5168,372688.4351,618495.585,266443.3028,1395769.842,504986.401,8305.182011,1118360.434,3994.446761,144758.1138,3464.222328,8393.848465,198922.3384,758051.7107,3273.101194,6713.6588,5266.873041,2647.665642
"[Similar to: 3-(4-{[1,3-Dihydroxy-1-(4-hydroxy-3-methoxyphenyl)-2-propanyl]oxy}-3-methoxyphenyl)propyl 6-deoxy-alpha-L-mannopyranoside; ΔMass: -164.1198 Da]",C14 H21 N2 O7 P,Full match,Invalid mass,No results,-7.35,360.10599,359.09871,12.349,1,NA,NA,60.2,No matches found,DDA for preferred ion,7733.796191,8528.718416,10247.20072,8896.183085,9613.494681,6430.701644,43530.2527,9276.118131,6289.471573,21050.11305,10618.68792,6431.09364,6800.726378,6342.003653,5398.248243,5836.962771,7358.774638,7392.332659,6541.459257,4700.432842
n-acetyl-fucosamine isomer,C8 H15 N O5,Full match,No results,Full match,8.05,205.09667,204.0894,15.924,0,NA,NA,NA,Single match found,No MS2,890929.7325,2203864.876,2094224.859,1979049.477,2329630.047,664287.8781,14800310.58,1946704.452,423001.031,1305286.756,37128.90182,37765.20388,29980.10668,36941.90015,35379.44471,30677.68137,29067.68672,29688.68162,61988.17108,22901.37597
[Similar to: Maduramicin; ΔMass: -803.5279 Da],C4 H3 N O3,Full match,Invalid mass,No results,3.01,113.01163,112.00436,19.05,7,NA,NA,65.2,No matches found,DDA for preferred ion,12916033.72,6341526.27,6645463.805,4696356.564,5496831.467,4886693.227,12371259.88,10354487.16,4171490.068,12308852.33,262681.0971,242854.1999,115482.5361,156691.7089,148569.9536,114340.6374,130900.346,92402.52051,39627.83819,110326.0352
Eicosapentaenoic acid,C20 H30 O2,Full match,No results,Full match,-0.11,302.22455,301.21727,2.162,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,675042.1312,1381204.716,636989.0657,1466689.461,91537.82513,690323.9419,499562.3617,3488144.415,858624.7105,1267577.611,819065.2768,743040.4246,649222.4759,380515.0255,547236.2277,119407.5744,615806.0136,558198.9088,399074.4184,254897.3523
Ornithine,C5 H12 N2 O2,Full match,No results,Full match,-0.66,132.08979,131.08251,18.83,0,NA,NA,NA,Multiple matches found,No MS2,1496486.547,1720851.778,1961925.771,2033004.135,782164.9984,1504074.621,1722158.171,2104609.56,1476790.534,726486.6071,1367569.559,1061199.701,740440.5602,744562.7663,861556.9072,779319.3536,645880.652,1047082.075,397349.2746,316470.2654
carboxymethyl-glutamate  isomer,C7 H11 N O6,Full match,No results,Full match,-0.21,205.05859,204.05132,13.266,0,NA,NA,NA,Single match found,No MS2,11543.21134,11798.68155,13377.49355,18757.2243,9349.583501,8932.575976,80072.50977,13184.60197,8667.864363,22649.01396,12179.56162,9661.822421,6196.947265,9564.375631,6151.541987,7985.229339,7141.906196,9467.970131,19654.89901,4785.150327
Diethyl tartrate,C8 H14 O6,Full match,No results,Full match,8.51,206.08079,205.07351,19.001,0,NA,NA,NA,Single match found,DDA for preferred ion,7808277.593,8523770.599,8953146.549,6715004.854,7135919.123,6166953.62,14700839.42,11017334.81,6762506.174,1342893.078,842983.6129,344810.6805,103142.0009,547803.5467,374113.2476,62419.29555,73009.51869,159170.3063,62580.55981,59939.66752
